code A,code B,位置,開始年,,,終了年,,,,ボーリング上面の標高,ボーリング長さ,,N0,E0,,,,深度,標高,,,,,礫,砂,シルト,粘土,wl0,wp,土粒子密度,w,湿潤密度,間隙比,飽和度
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,T- 9,17,17.8,17.4,-33.3,T- 9,P009,T- 9,P009,0,0,41,59,76.8,34.2,2.674,64.9,1.604,1.748,99.2
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,T-10,19,19.8,19.4,-35.3,T-10,P010,T-10,P010,0,1,41,58,75.8,33.4,2.681,62.4,1.607,1.71,97.8
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,T-11,21,21.8,21.4,-37.3,T-11,P011,T-11,P011,0,1,34,65,87.4,34.8,2.661,69.3,1.573,1.864,98.9
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,P- 1,23,23.5,23.25,-39.15,P- 1,P012,P- 1,P012,13,51,19,17,0,0,2.628,24.8,0,0,0
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,P- 2,24,24.5,24.25,-40.15,P- 2,P013,P- 2,P013,0,2,26,72,0,0,2.69,51.5,0,0,0
O986P577,No.7    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,12,KP,-15.9,33.35,0,34.6324743,135.2177129,P- 3,25,25.5,25.25,-41.15,P- 3,P014,P- 3,P014,0,1,28,71,0,0,2.623,55.7,0,0,0
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 1,1,1.8,1.4,-19.6,T- 1,P001,T- 1,P001,1,2,51,46,104.9,28.5,2.601,90.2,1.472,2.361,99.4
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 2,3,3.8,3.4,-21.6,T- 2,P002,T- 2,P002,1,3,50,46,107.6,29.3,2.6,88.7,1.48,2.314,99.6
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 3,5,5.8,5.4,-23.6,T- 3,P003,T- 3,P003,0,1,57,42,106.6,32.4,2.591,79.6,1.516,2.071,99.7
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 4,7,7.8,7.4,-25.6,T- 4,P004,T- 4,P004,0,2,56,42,100.5,33.3,2.609,73.7,1.547,1.928,99.7
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 5,9,9.8,9.4,-27.6,T- 5,P005,T- 5,P005,0,2,50,48,105.2,31.1,2.61,76.7,1.532,2.012,99.5
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 6,11,11.8,11.4,-29.6,T- 6,P006,T- 6,P006,0,1,55,44,101.1,31.3,2.61,72.8,1.551,1.906,99.6
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 7,13,13.8,13.4,-31.6,T- 7,P007,T- 7,P007,0,1,55,44,97,33.6,2.593,70.9,1.558,1.845,99.7
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 8,15,15.8,15.4,-33.6,T- 8,P008,T- 8,P008,0,1,48,51,97.2,30.3,2.627,67.9,1.58,1.791,99.6
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T- 9,17,17.8,17.4,-35.6,T- 9,P009,T- 9,P009,0,1,49,50,95.6,28.7,2.613,70.8,1.56,1.861,99.4
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T-10,19,19.8,19.4,-37.6,T-10,P010,T-10,P010,0,1,49,50,95.5,25.4,2.616,71.1,1.561,1.868,99.6
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T-11,21,21.8,21.4,-39.6,T-11,P011,T-11,P011,0,2,48,50,96.5,27.1,2.603,70.2,1.564,1.832,99.7
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T-12,23,23.6,23.3,-41.5,T-12,P012,T-12,P012,0,5,44,51,99.8,25.5,2.636,66.2,1.591,1.753,99.5
O986P578,No.8    ,神戸市中央区港島中町７丁目，９丁目地,1998,8,10,1998,8,13,KP,-18.2,36.35,0,34.6338129,135.2320998,T-13,25,25.8,25.4,-43.6,T-13,P013,T-13,P013,0,3,50,47,87.1,25.8,2.627,48.5,1.712,1.279,99.7
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 1,1,1.8,1.4,-17.93,T- 1,P001,T- 1,P001,0,3,50,47,98.1,33.4,2.7,88.6,1.498,2.4,99.7
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 2,3,3.8,3.4,-19.93,T- 2,P002,T- 2,P002,0,1,54,45,102.9,29.2,2.668,86.1,1.502,2.306,99.6
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 3,5,5.8,5.4,-21.93,T- 3,P003,T- 3,P003,0,1,49,50,98.3,31.8,2.704,74.6,1.559,2.028,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 4,7,7.8,7.4,-23.93,T- 4,P004,T- 4,P004,0,3,49,48,90.9,31.7,2.667,68.4,1.585,1.834,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 5,9,9.8,9.4,-25.93,T- 5,P005,T- 5,P005,0,3,55,42,86.3,30.3,2.684,70.3,1.578,1.897,99.4
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 6,11,11.8,11.4,-27.93,T- 6,P006,T- 6,P006,0,2,59,39,88.2,29.2,2.653,67,1.59,1.788,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 7,13,13.8,13.4,-29.93,T- 7,P007,T- 7,P007,0,2,54,44,75,27.1,2.703,59.4,1.65,1.612,99.6
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 8,15,15.8,15.4,-31.93,T- 8,P008,T- 8,P008,0,1,52,47,86.7,27.5,2.671,64.8,1.607,1.74,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T- 9,17,17.8,17.4,-33.93,T- 9,P009,T- 9,P009,0,1,54,45,83,28.1,2.714,64.1,1.621,1.747,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T-10,19,19.8,19.4,-35.93,T-10,P010,T-10,P010,0,2,53,45,86.5,28.6,2.675,59.6,1.641,1.601,99.6
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T-11,21,21.8,21.4,-37.93,T-11,P011,T-11,P011,0,1,47,52,100.2,29.3,2.709,69,1.591,1.878,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T-12,23,23.8,23.4,-39.93,T-12,P012,T-12,P012,5,48,27,20,62.9,21.4,2.625,38.5,1.804,1.015,99.5
O986P579,No.9    ,神戸市中央区港島中町７丁目，９丁目地,1998,7,13,1998,8,5,KP,-16.53,121,0,34.6287871,135.2156119,T-13,25,25.35,25.18,-41.7,T-13,P013,T-13,P013,0,4,53,43,63.4,26.8,2.632,46.1,1.732,1.22,99.5
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 1,1,2,1.5,-18.25,T- 1,P001,T- 1,P001,0,2,55,43,103.8,28.3,2.663,91.8,1.477,2.456,99.5
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 2,3,4,3.5,-20.25,T- 2,P002,T- 2,P002,0,1,54,45,110.6,31.1,2.713,95.9,1.47,2.618,99.4
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 3,5,5.98,5.49,-22.24,T- 3,P003,T- 3,P003,0,2,52,46,102.7,29.8,2.647,85.7,1.502,2.273,99.8
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 4,8,8.96,8.48,-25.23,T- 4,P004,T- 4,P004,0,2,48,50,103.4,29.3,2.694,79.4,1.536,2.147,99.6
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 5,10,11,10.5,-27.25,T- 5,P005,T- 5,P005,0,1,55,44,105.8,28.7,2.656,81.5,1.519,2.173,99.6
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 6,11,11.96,11.48,-28.23,T- 6,P006,T- 6,P006,0,1,57,42,101.3,29.4,2.665,78.4,1.534,2.098,99.5
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 7,14,15,14.5,-31.25,T- 7,P007,T- 7,P007,0,1,54,45,95.3,29.5,2.655,73,1.559,1.947,99.6
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 8,15,16,15.5,-32.25,T- 8,P008,T- 8,P008,0,4,52,44,89.3,32.2,2.621,68.9,1.573,1.816,99.5
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T- 9,18,18.94,18.47,-35.22,T- 9,P009,T- 9,P009,0,1,59,40,95.1,30.3,2.646,71.3,1.568,1.89,99.7
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-10,19,20,19.5,-36.25,T-10,P010,T-10,P010,0,0,51,49,97.2,28.7,2.68,74,1.557,1.995,99.4
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-11,21,22,21.5,-38.25,T-11,P011,T-11,P011,0,1,51,48,95.9,28.8,2.689,73.3,1.563,1.981,99.4
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-12,23,24,23.5,-40.25,T-12,P012,T-12,P012,0,6,49,45,81.9,27.4,2.719,58.6,1.646,1.621,98.3
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-13,25,26,25.5,-42.25,T-13,P013,T-13,P013,0,0,51,49,74.5,24.8,2.655,46.6,1.737,1.241,99.7
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-14,27,27.99,27.49,-44.24,T-14,P014,T-14,P014,0,0,51,49,85.3,24.2,2.709,49.7,1.722,1.355,99.4
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,T-15,28.6,29.6,29.1,-45.85,T-15,P015,T-15,P015,8,69,15,8,0,0,2.65,21.4,2.039,0.578,98.1
O986P580,No.10   ,神戸市中央区港島中町７丁目，９丁目地,1998,7,14,1998,8,30,KP,-16.75,266,0,34.6305913,135.2374541,S- 1,29.6,30.3,29.95,-46.7,S- 1,P016,S- 1,P016,0,56,35,9,0,0,2.627,25.5,1.967,0.678,99.1
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 1,1,1.8,1.4,-17.4,T- 1,P001,T- 1,P001,0,1,36,63,87.4,31,2.727,97.6,1.453,2.71,98.2
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 2,3,3.8,3.4,-19.4,T- 2,P002,T- 2,P002,0,1,38,61,91.1,33.5,2.709,90.9,1.492,2.465,99.9
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 3,5,5.8,5.4,-21.4,T- 3,P003,T- 3,P003,0,1,38,61,89.9,32.2,2.715,82.9,1.521,2.266,99.4
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 4,7,7.8,7.4,-23.4,T- 4,P004,T- 4,P004,0,1,33,66,90,32.1,2.704,81.5,1.528,2.212,99.7
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 5,9,9.8,9.4,-25.4,T- 5,P005,T- 5,P005,0,1,38,61,89.7,33.1,2.733,79.1,1.545,2.168,99.7
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 6,11,11.8,11.4,-27.4,T- 6,P006,T- 6,P006,0,0,40,60,88.2,33.6,2.677,75.9,1.552,2.034,99.8
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 7,13,13.8,13.4,-29.4,T- 7,P007,T- 7,P007,0,0,33,67,88,34.5,2.664,74,1.56,1.971,100
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 8,15,15.8,15.4,-31.4,T- 8,P008,T- 8,P008,0,2,36,62,77.8,28.4,2.6,67.8,1.583,1.757,100.4
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T- 9,17,17.8,17.4,-33.4,T- 9,P009,T- 9,P009,0,1,37,62,84,33.1,2.699,71.3,1.578,1.93,99.7
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-10,19,19.8,19.4,-35.4,T-10,P010,T-10,P010,0,1,35,64,82.6,32.7,2.676,70.6,1.584,1.883,100.3
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-11,20,20.8,20.4,-36.4,T-11,P011,T-11,P011,0,1,36,63,85.2,31.7,2.74,71,1.582,1.961,99.1
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-12,21,21.8,21.4,-37.4,T-12,P012,T-12,P012,0,1,36,63,81.9,30.1,2.708,70.3,1.584,1.912,99.7
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-13,22,22.8,22.4,-38.4,T-13,P013,T-13,P013,0,1,32,67,92.2,32.8,2.723,72.8,1.572,1.993,99.4
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-14,23,23.5,23.25,-39.25,T-14,P014,T-14,P014,0,1,35,64,90.2,34.2,2.716,73,1.569,1.995,99.4
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T=14,23.5,23.8,23.65,-39.65,T=14,P015,T=14,P015,0,2,35,63,87.1,34.6,2.724,71.1,1.579,1.952,99.2
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-15,24,24.5,24.25,-40.25,T-15,P016,T-15,P016,1,20,29,50,67.2,26.5,2.707,51.8,1.702,1.416,99
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T=15,24.5,24.8,24.65,-40.65,T=15,P017,T=15,P017,1,12,29,58,65,26.1,2.738,48.7,1.736,1.347,99.1
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-16,25,25.8,25.4,-41.4,T-16,P018,T-16,P018,0,1,35,64,73.5,28.3,2.732,54,1.692,1.487,99.3
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-17,26,26.8,26.4,-42.4,T-17,P019,T-17,P019,0,2,31,67,69.1,27.6,2.737,52.2,1.704,1.444,98.9
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-18,27,27.5,27.25,-43.25,T-18,P020,T-18,P020,0,3,29,68,72.3,29.1,2.703,51.9,1.703,1.41,99.4
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T=18,27.5,27.8,27.65,-43.65,T=18,P021,T=18,P021,0,0,32,68,67.8,27.6,2.717,49.8,1.728,1.356,99.9
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-19,28,28.5,28.25,-44.25,T-19,P022,T-19,P022,0,1,31,68,69.9,28.1,2.718,50.6,1.716,1.386,99.2
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T=19,28.5,28.8,28.65,-44.65,T=19,P023,T=19,P023,0,2,32,66,70.9,28.4,2.708,49.1,1.729,1.334,99.6
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T-20,29,29.6,29.3,-45.3,T-20,P024,T-20,P024,0,1,30,69,64,28.3,2.68,48.6,1.725,1.308,99.5
O987P582,No.1- 1 ,神戸市中央区港島９丁目の地先公有水面,1999,10,30,1999,11,7,KP,-16,36.24,0,34.6383629,135.2370321,T=20,29.6,29.8,29.7,-45.7,T=20,P025,T=20,P025,5,51,20,24,43.2,24.3,2.623,32.6,0,0,0
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 1,1,1.8,1.4,-17.8,T- 1,P001,T- 1,P001,0,0,50,50,92.6,34.5,2.701,98.1,1.466,2.652,100
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 2,3,3.8,3.4,-19.8,T- 2,P002,T- 2,P002,0,1,51,48,94.6,34.1,2.695,90.4,1.483,2.459,99.1
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 3,5,5.8,5.4,-21.8,T- 3,P003,T- 3,P003,0,0,46,54,92.9,34.6,2.683,84.7,1.508,2.286,99.4
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 4,7,7.8,7.4,-23.8,T- 4,P004,T- 4,P004,0,1,44,55,89.2,34.5,2.683,80,1.533,2.15,99.8
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 5,9,9.8,9.4,-25.8,T- 5,P005,T- 5,P005,0,0,43,57,92.3,34.1,2.679,80.9,1.532,2.165,100.2
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 6,11,11.8,11.4,-27.8,T- 6,P006,T- 6,P006,0,0,48,52,92.8,34.4,2.683,77.7,1.549,2.08,100.3
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 7,13,13.8,13.4,-29.8,T- 7,P007,T- 7,P007,0,0,44,56,89.5,33.7,2.693,76.2,1.549,2.064,99.5
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 8,15,15.8,15.4,-31.8,T- 8,P008,T- 8,P008,0,1,46,53,91.4,33.5,2.644,70.7,1.57,1.874,99.8
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T- 9,17,17.8,17.4,-33.8,T- 9,P009,T- 9,P009,0,0,42,58,85.5,33.5,2.718,73.5,1.567,2.009,99.5
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-10,18,18.8,18.4,-34.8,T-10,P010,T-10,P010,0,0,48,52,85.4,33.7,2.735,73.2,1.575,2.009,99.7
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-11,19,19.8,19.4,-35.8,T-11,P011,T-11,P011,0,1,45,54,83,30.5,2.704,71.4,1.579,1.934,99.7
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-12,20,20.8,20.4,-36.8,T-12,P012,T-12,P012,0,1,43,56,86,30.3,2.718,71.8,1.583,1.95,100.1
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-13,21,21.8,21.4,-37.8,T-13,P013,T-13,P013,0,1,43,56,80.8,32.5,2.716,68,1.597,1.857,99.4
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-14,22,22.5,22.25,-38.65,T-14,P014,T-14,P014,0,1,40,59,91.2,31.9,2.719,73.9,1.567,2.017,99.6
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T=14,22.5,22.8,22.65,-39.05,T=14,P015,T=14,P015,0,1,40,59,92.6,32.9,2.724,76.3,1.565,2.069,100.4
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-15,23,23.5,23.25,-39.65,T-15,P016,T-15,P016,0,1,43,56,90.3,34.1,2.732,71,1.583,1.952,99.4
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T=15,23.5,23.8,23.65,-40.05,T=15,P017,T=15,P017,0,1,37,62,92.1,33.8,2.763,73.3,1.575,2.041,99.3
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-16,24,24.5,24.25,-40.65,T-16,P018,T-16,P018,0,2,42,56,77.3,29,2.7,54.4,1.683,1.478,99.4
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T=16,24.5,24.8,24.65,-41.05,T=16,P019,T=16,P019,1,20,34,45,70.3,27.9,2.685,42.4,0,0,0
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-17,25,25.8,25.4,-41.8,T-17,P020,T-17,P020,0,1,46,53,68.6,27.2,2.788,51.5,1.728,1.445,99.3
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-18,26,26.8,26.4,-42.8,T-18,P021,T-18,P021,0,1,44,55,60.9,27.1,2.745,47.7,1.749,1.317,99.3
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-19,27,27.8,27.4,-43.8,T-19,P022,T-19,P022,0,0,41,59,74.8,27.8,2.738,56.3,1.679,1.549,99.5
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-20,28,28.8,28.4,-44.8,T-20,P023,T-20,P023,0,1,38,61,72,27.5,2.701,53.8,1.684,1.466,99
O987P583,No.1- 2 ,神戸市中央区港島９丁目の地先公有水面,1999,10,23,1999,10,26,KP,-16.4,36.27,0,34.6372798,135.2395041,T-21,29,29.8,29.4,-45.8,T-21,P024,T-21,P024,0,0,42,58,63.4,27.3,2.718,45.9,1.756,1.258,99.1
