code A,code B,位置,N0,E0,試験深度,砂,シルト,粘土,土粒子密度,distance,wl0
O994P660,"R-2     ",神戸市中央区港島南町及び港島の地先公,34.6320831,135.2373331,-45.95,0,32,68,2.718,7152.549301,69.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-50.35,0,34,66,2.727,7671.064552,69.5
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-50.35,0,34,66,2.727,7671.064552,69.5
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-48.45,0,38,62,2.709,7447.418245,69.3
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-50.4,1,35,64,2.719,7559.295029,69.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-41.71,0,34,66,2.738,6707.565672,69.3
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-41.71,0,34,66,2.738,6707.565672,69.3
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-50.4,1,35,64,2.719,7559.295029,69.3
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-48.45,0,38,62,2.709,7447.418245,69.3
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-42.4,2,31,67,2.737,6521.953727,69.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-43.95,1,32,67,2.732,7340.244076,69.1
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-42.4,2,31,67,2.737,6521.953727,69.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-43.95,1,32,67,2.732,7340.244076,69.1
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-49.47,0,30,70,2.713,7618.316711,69.0
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-44.4,7,23,70,2.74,7082.264655,69.0
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-44.4,7,23,70,2.74,7082.264655,69.0
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-49.47,0,30,70,2.713,7618.316711,69.0
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-43.97,3,34,63,2.73,7270.087216,68.9
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-43.97,3,34,63,2.73,7270.087216,68.9
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-34.0,2,40,58,2.684,6542.298244,68.7
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-45.95,0,37,63,2.726,7528.234538,68.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-42.9,8,33,58,2.725,7082.264655,68.7
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-42.9,8,33,58,2.725,7082.264655,68.7
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-45.95,0,37,63,2.726,7528.234538,68.7
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-46.45,6,31,63,2.74,7447.418245,68.6
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-46.45,6,31,63,2.74,7447.418245,68.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-50.75,0,36,64,2.738,7671.064552,68.4
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-50.75,0,36,64,2.738,7671.064552,68.4
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355018,135.2347541,-40.7,16,32,52,2.698,6707.565672,68.2
O996P664,"R-6     ",神戸市中央区港島南町及び港島の地先公,34.6355,135.23475,-40.7,16,32,52,2.698,6707.565672,68.2
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-50.05,0,32,68,2.706,7618.316711,68.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-47.9,2,34,64,2.711,7559.295029,68.1
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-45.4,2,34,64,2.731,7488.591954,68.1
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-45.4,2,34,64,2.731,7488.591954,68.1
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-47.9,2,34,64,2.711,7559.295029,68.1
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-50.05,0,32,68,2.706,7618.316711,68.1
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-44.95,0,32,68,2.748,7340.244076,68.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-44.95,0,32,68,2.748,7340.244076,68.0
O621K104,"No.B-2  ","大阪府泉州沖海域                    ",34.4388886,135.2636119,-33.8,11,37,50,2.671,5710.841483,67.9
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-43.65,0,32,68,2.717,6521.953727,67.8
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-47.05,0,21,79,2.714,7618.316711,67.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-49.95,0,30,70,2.715,7447.418245,67.8
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-45.3,4,34,62,2.755,7595.457234,67.8
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-43.65,0,32,68,2.717,6521.953727,67.8
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-45.3,4,34,62,2.755,7595.457234,67.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-49.95,0,30,70,2.715,7447.418245,67.8
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-47.05,0,21,79,2.714,7618.316711,67.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-48.9,2,23,75,2.736,7559.295029,67.6
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289421,135.2387821,-46.75,0,32,68,2.75,7523.443163,67.6
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-46.55,0,39,61,2.736,7488.591954,67.6
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-46.55,0,39,61,2.736,7488.591954,67.6
O988P605,"No.2-15 ",神戸市中央区港島９丁目の地先公有水面,34.6289439,135.2387781,-46.75,0,32,68,2.75,7523.443163,67.6
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-48.9,2,23,75,2.736,7559.295029,67.6
O619K070,No.60B-5,"大阪府泉州沖海域                    ",34.4252783,135.2783336,-22.4,18,35,36,2.659,3691.310124,67.5
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-40.1,1,34,65,2.728,6440.284847,67.5
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-49.45,0,32,68,2.725,7447.418245,67.5
S213Q003,"KK00815 ","KK0081                              ",34.66475,135.2165278,-26.16,0,0,0,2.667,3060.262084,67.5
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-40.1,1,34,65,2.728,6440.284847,67.5
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-49.45,0,32,68,2.725,7447.418245,67.5
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-47.95,0,39,61,2.684,7447.418245,67.4
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-47.95,0,39,61,2.684,7447.418245,67.4
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-49.05,0,29,71,2.712,7618.316711,67.3
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-49.05,0,29,71,2.712,7618.316711,67.3
O668ka37,"No.OT-1 ","大阪府泉州沖空港島海域              ",34.4369986,135.2659536,-28.4,0,42,58,2.719,5410.413895,67.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-40.25,20,29,50,2.707,6521.953727,67.2
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-45.4,0,34,66,2.741,7082.264655,67.2
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-45.4,0,34,66,2.741,7082.264655,67.2
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-40.25,20,29,50,2.707,6521.953727,67.2
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-45.45,1,32,67,2.743,7447.418245,67.1
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383187,135.2300348,-38.65,23,33,44,2.679,6242.249655,67.1
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-44.9,0,31,69,2.732,7082.264655,67.1
O993P656,"No.7- 7 ","神戸市中央区港島９丁目地先公有水面  ",34.6383169,135.2300419,-38.65,23,33,44,2.679,6242.249655,67.1
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-44.9,0,31,69,2.732,7082.264655,67.1
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-45.45,1,32,67,2.743,7447.418245,67.1
O621K105,"No.B-3  ","大阪府泉州沖海域                    ",34.4366669,135.2655547,-32.5,11,43,43,2.657,5411.407063,67.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-44.85,1,44,55,2.697,7559.295029,67.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-48.0,4,29,67,2.717,7340.244076,67.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302763,135.2375321,-49.5,10,44,46,2.678,7340.244076,67.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-48.0,4,29,67,2.717,7340.244076,67.0
O994P663,"R-5     ",神戸市中央区港島南町及び港島の地先公,34.6302781,135.2375281,-49.5,10,44,46,2.678,7340.244076,67.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-44.85,1,44,55,2.697,7559.295029,67.0
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-48.48,0,24,76,2.73,7618.316711,66.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319152,135.235143,-43.4,3,33,64,2.742,7082.264655,66.8
O245P225,"No.3(N) ","中央区港島中町ポートアイランド沖    ",34.6534633,135.2209081,-31.51,31,33,35,2.695,4368.710956,66.8
O994P661,"R-3     ",神戸市中央区港島南町及び港島の地先公,34.6319169,135.2351389,-43.4,3,33,64,2.742,7082.264655,66.8
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-46.05,1,42,57,2.706,7618.316711,66.7
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-46.05,1,42,57,2.706,7618.316711,66.7
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-46.48,1,36,63,2.725,7618.316711,66.6
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-47.45,0,39,61,2.715,7447.418245,66.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-45.8,16,29,55,2.718,7595.457234,66.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-45.45,1,38,61,2.743,7528.234538,66.6
O989P622,"No.3-14 ",神戸市中央区港島中町７丁目，９丁目地,34.6274982,135.2290759,-47.45,0,38,62,2.741,7447.418245,66.6
O989P622,"No.3-14 ",神戸市中央区港島中町７丁目，９丁目地,34.6275,135.2290831,-47.45,0,38,62,2.741,7447.418245,66.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-45.45,1,38,61,2.743,7528.234538,66.6
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-45.8,16,29,55,2.718,7595.457234,66.6
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-47.45,0,39,61,2.715,7447.418245,66.6
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-51.45,1,37,62,2.721,7618.316711,66.5
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-51.45,1,37,62,2.721,7618.316711,66.5
O621K112,"No.D-5  ","大阪府泉州沖海域                    ",34.4319447,135.2627783,-32.25,27,35,37,2.648,5265.068009,66.2
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-46.95,0,32,68,2.71,7528.234538,66.2
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-46.95,0,32,68,2.71,7528.234538,66.2
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-49.4,2,30,68,2.703,7559.295029,65.8
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-44.47,0,30,70,2.738,7270.087216,65.8
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-44.47,0,30,70,2.738,7270.087216,65.8
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-49.4,2,30,68,2.703,7559.295029,65.8
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282202,135.2387821,-49.75,6,38,56,2.659,7595.457234,65.7
O988P606,"No.2-16 ",神戸市中央区港島９丁目の地先公有水面,34.6282219,135.2387781,-49.75,6,38,56,2.659,7595.457234,65.7
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-48.9,0,38,62,2.709,7528.234538,65.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-48.9,0,38,62,2.709,7528.234538,65.6
O241P203,"No.1    ","神戸市ポートアイランド沖合          ",34.6587353,135.2238881,-30.3,17,39,44,2.673,3961.401947,65.5
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-50.45,0,34,66,2.723,7447.418245,65.4
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-45.8,0,40,60,2.718,7488.591954,65.4
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-45.8,0,40,60,2.718,7488.591954,65.4
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-50.45,0,34,66,2.723,7447.418245,65.4
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-40.65,12,29,58,2.738,6521.953727,65.0
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-46.3,4,30,66,2.755,7596.370501,65.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-40.65,12,29,58,2.738,6521.953727,65.0
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-46.3,4,30,66,2.755,7596.370501,65.0
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-49.9,1,32,67,2.714,7559.295029,64.9
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-49.9,1,32,67,2.714,7559.295029,64.9
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-46.95,0,36,64,2.733,7447.418245,64.8
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-46.95,0,36,64,2.733,7447.418245,64.8
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-50.47,0,31,69,2.722,7618.316711,64.7
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-50.47,0,31,69,2.722,7618.316711,64.7
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-46.25,3,45,52,2.729,7671.064552,64.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-49.55,0,38,62,2.696,7528.234538,64.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-49.55,0,38,62,2.696,7528.234538,64.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-46.25,3,45,52,2.729,7671.064552,64.6
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-46.45,0,36,64,2.733,7528.234538,64.5
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-46.45,0,36,64,2.733,7528.234538,64.5
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-48.45,0,39,61,2.7,7528.234538,64.4
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-48.45,0,39,61,2.7,7528.234538,64.4
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-51.2,0,44,56,2.721,7671.064552,64.3
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288593,135.237698,-47.55,0,38,62,2.733,7488.591954,64.3
O988P607,"No.2-17 ",神戸市中央区港島９丁目の地先公有水面,34.6288611,135.2376939,-47.55,0,38,62,2.733,7488.591954,64.3
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-51.2,0,44,56,2.721,7671.064552,64.3
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-47.45,0,40,60,2.714,7528.234538,64.1
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-47.45,0,40,60,2.714,7528.234538,64.1
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383629,135.2370321,-45.3,1,30,69,2.68,6521.953727,64.0
O987P582,"No.1- 1 ",神戸市中央区港島９丁目の地先公有水面,34.6383611,135.2370281,-45.3,1,30,69,2.68,6521.953727,64.0
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-49.75,0,46,54,2.7,7671.064552,63.8
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-49.75,0,46,54,2.7,7671.064552,63.8
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-51.7,1,43,56,2.699,7671.064552,63.2
O237p180,"No.4    ","神戸市生田区神戸港外海面            ",34.6663753,135.21625,-23.73,13,42,40,2.662,2886.098498,63.2
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-51.7,1,43,56,2.699,7671.064552,63.2
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-46.75,2,49,49,2.727,7671.064552,62.9
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-44.9,4,43,53,2.733,7528.234538,62.9
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-50.05,0,44,56,2.697,7528.234538,62.9
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-44.9,4,43,53,2.733,7528.234538,62.9
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-50.05,0,44,56,2.697,7528.234538,62.9
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-46.75,2,49,49,2.727,7671.064552,62.9
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291093,135.240948,-45.8,3,40,57,2.741,7596.370501,62.7
O988P601,"No.2-11 ",神戸市中央区港島９丁目の地先公有水面,34.6291111,135.2409439,-45.8,3,40,57,2.741,7596.370501,62.7
O244P213,"No.2    ","神戸市中央区ポートアイランド沖      ",34.6471267,135.22638,-33.8,48,22,27,2.687,5213.552507,62.2
O296p326,"No.KH-1 ","神戸市中央区港島地先                ",34.6537853,135.2261053,-33.6,4,49,47,2.691,4540.502108,62.1
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305543,135.2407821,-50.95,0,37,63,2.694,7447.418245,61.9
O988P600,"No.2-10 ",神戸市中央区港島９丁目の地先公有水面,34.6305561,135.2407781,-50.95,0,37,63,2.694,7447.418245,61.9
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-47.95,0,40,60,2.732,7528.234538,61.7
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-47.95,0,40,60,2.732,7528.234538,61.7
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-48.25,1,42,57,2.728,7671.064552,61.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-48.25,1,42,57,2.728,7671.064552,61.6
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-47.75,2,45,53,2.735,7671.064552,61.5
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-47.75,2,45,53,2.735,7671.064552,61.5
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-47.15,4,41,55,2.73,7671.064552,61.4
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-47.15,4,41,55,2.73,7671.064552,61.4
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301371,135.2353652,-47.95,8,32,60,2.708,7270.087216,61.3
O989P609,"No.3- 1 ",神戸市中央区港島中町７丁目，９丁目地,34.6301389,135.2353611,-47.95,8,32,60,2.708,7270.087216,61.3
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-48.75,1,45,54,2.735,7671.064552,60.1
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-48.75,1,45,54,2.735,7671.064552,60.1
O620k097,"No.G-1  ","大阪府泉州沖海域                    ",34.4419933,135.2547603,-37.83,26,25,48,2.694,6542.298244,59.6
O619K069,No.60B-4,"大阪府泉州沖海域                    ",34.4272217,135.2758331,-24.4,15,28,38,2.697,4006.338913,59.5
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-52.1,10,38,52,2.711,7618.316711,58.9
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293593,135.2420321,-52.6,2,40,58,2.611,7618.316711,58.9
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-52.1,10,38,52,2.711,7618.316711,58.9
O988P599,"No.2- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6293611,135.2420281,-52.6,2,40,58,2.611,7618.316711,58.9
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360487,135.2321468,-39.3,42,22,34,2.655,6551.037688,58.4
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290263,135.2398652,-45.25,2,40,58,2.724,7559.295029,58.4
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280813,135.236698,-50.55,10,43,47,2.702,7528.234538,58.4
O986P574,"No.4    ",神戸市中央区港島中町７丁目，９丁目地,34.6360469,135.2321539,-39.3,42,22,34,2.655,6551.037688,58.4
O989P621,"No.3-13 ",神戸市中央区港島中町７丁目，９丁目地,34.6280831,135.2366939,-50.55,10,43,47,2.702,7528.234538,58.4
O988P604,"No.2-14 ",神戸市中央区港島９丁目の地先公有水面,34.6290281,135.2398611,-45.25,2,40,58,2.724,7559.295029,58.4
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283871,135.2410321,-49.15,0,45,55,2.721,7671.064552,58.1
O988P602,"No.2-12 ",神戸市中央区港島９丁目の地先公有水面,34.6283889,135.2410281,-49.15,0,45,55,2.721,7671.064552,58.1
O244P212,"No.1    ","神戸港ポートアイランド沖            ",34.6471333,135.2285269,-35.9,14,48,38,2.706,5297.873705,57.7
O609K013,"No.56-3 ","大阪府泉州沖海域                    ",34.4353603,135.2673497,-31.2,27,35,38,2.711,5192.00076,57.1
S314Q554,"KW01005 ","神戸市生田区新港第４突堤地先        ",34.6726667,135.2116944,-21.06,26,28,46,2.62,2077.875235,57.1
O620K090,"No.A-7  ","大阪府泉州沖海域                    ",34.4403264,135.26236,-35.1,16,26,36,2.692,5904.530147,56.6
O223P060,"No.4    ","神戸港第２防波堤                    ",34.6760417,135.209675,-17.5,24,37,39,2.662,1660.935086,56.5
O241P203,"No.1    ","神戸市ポートアイランド沖合          ",34.6587353,135.2238881,-32.3,10,57,33,2.656,3961.401947,56.5
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381957,135.2347541,-39.25,2,37,61,2.708,6440.284847,55.4
O987P590,"No.1- 9 ",神戸市中央区港島９丁目の地先公有水面,34.6381939,135.23475,-39.25,2,37,61,2.708,6440.284847,55.4
O245P225,"No.3(N) ","中央区港島中町ポートアイランド沖    ",34.6534633,135.2209081,-33.51,33,30,34,2.672,4368.710956,55.3
O237p184,"No.8    ","神戸市生田区神戸港外海面            ",34.6729167,135.21345,-19.8,33,40,27,2.689,2122.281399,54.7
O225P072,"P-59-3  ","神戸市中央区港島町地先              ",34.6770833,135.2118236,-17.9,49,22,29,2.636,1645.878951,54.1
O619K071,No.60B-6,"大阪府泉州沖海域                    ",34.4233333,135.2808333,-20.4,38,17,15,2.652,3376.250012,54.0
O619K066,No.60B-1,"大阪府泉州沖海域                    ",34.4333333,135.2683328,-31.23,6,43,51,2.697,4972.503694,52.5
